transaction_id,user_id,amount,transaction_type,device_type,location,time_of_day,transaction_hour,is_international,previous_transactions,failed_transactions,account_age_days,is_fraud,Date,Transaction Platform
T04285,U543,225306.36,ATM,tablet,New York,morning,10,1,189,Yes,87,1,28/03/2020,GPay
T04286,U883,285287.04,online,mobile,Singapore,evening,17,1,140,Yes,743,1,16/01/2024,GPay
T04287,U903,103962.72,online,tablet,Chennai,morning,10,0,13,Yes,837,0,06/09/2016,Others
T04288,U271,239605.39,transfer,mobile,Pune,morning,10,0,121,Yes,288,1,13/07/2018,Paypal
T04289,U542,65200.48,ATM,tablet,New York,morning,11,1,159,Yes,105,0,30/10/2022,GPay
T04290,U338,206018.08,ATM,mobile,Singapore,morning,5,1,88,No,822,1,25/10/2018,GPay
T04291,U763,131371.54,POS,desktop,Dubai,afternoon,13,1,133,Yes,476,1,10/05/2017,Paypal
T04292,U999,176272.71,online,tablet,Chennai,afternoon,16,0,128,No,406,0,28/07/2022,PhonePe
T04293,U979,159852.59,ATM,desktop,Kolkata,night,21,0,66,Yes,179,1,15/12/2022,Others
T04294,U120,131404.78,ATM,mobile,New York,night,1,1,39,Yes,180,1,03/03/2022,Paytm
T04295,U390,22799.3,transfer,mobile,Delhi,morning,11,0,174,Yes,126,0,25/04/2025,Paytm
T04296,U604,297508.32,ATM,desktop,London,afternoon,13,1,151,Yes,644,1,07/01/2018,Others
T04297,U866,124533.44,online,tablet,Pune,morning,11,0,134,Yes,978,0,04/05/2023,PhonePe
T04298,U664,42396.82,ATM,tablet,New York,night,4,1,64,Yes,933,0,29/07/2018,Paypal
T04299,U580,108303.56,transfer,tablet,London,night,22,1,2,Yes,384,1,20/11/2022,Others
T04300,U413,123212.33,online,desktop,Mumbai,evening,19,0,33,Yes,980,1,22/12/2025,Others
T04301,U423,230076.64,POS,mobile,Singapore,afternoon,15,1,155,Yes,695,1,11/11/2019,Paytm
T04302,U614,292067.72,transfer,desktop,New York,night,1,1,83,Yes,941,1,20/02/2022,PhonePe
T04303,U669,71142.72,POS,mobile,New York,morning,10,1,103,Yes,880,1,09/09/2017,GPay
T04304,U651,169587.71,transfer,tablet,Kolkata,afternoon,13,0,61,Yes,502,0,30/09/2025,GPay
T04305,U276,80899.91,ATM,mobile,Dubai,evening,20,1,63,No,731,0,11/02/2016,GPay
T04306,U284,297861.23,online,mobile,Chennai,night,2,0,42,Yes,690,0,16/04/2017,BharatPe
T04307,U932,53456.51,online,tablet,Mumbai,morning,11,0,19,No,908,0,01/06/2024,Paytm
T04308,U924,5461.2,POS,tablet,Pune,afternoon,12,0,162,Yes,718,0,17/01/2018,Paytm
T04309,U128,63299.26,POS,tablet,New York,afternoon,12,1,97,Yes,110,0,24/06/2018,Paypal
T04310,U900,124765.11,online,mobile,Dubai,afternoon,12,1,100,Yes,923,1,14/12/2020,Paypal
T04311,U321,22112.51,ATM,desktop,New York,afternoon,15,1,149,Yes,201,0,18/08/2022,Paytm
T04312,U981,269278.97,transfer,tablet,Singapore,evening,18,1,98,No,955,1,26/04/2022,Others
T04313,U262,125141.58,ATM,mobile,New York,morning,7,1,10,Yes,238,1,02/01/2018,Paytm
T04314,U815,52794.79,ATM,mobile,London,morning,8,1,10,Yes,157,0,21/03/2018,GPay
T04315,U972,132137.68,ATM,desktop,New York,evening,18,1,140,Yes,291,1,26/01/2019,PhonePe
T04316,U296,271991.78,POS,desktop,Pune,morning,7,0,40,No,415,0,05/08/2016,PhonePe
T04317,U744,44465.99,POS,mobile,Bangalore,night,22,0,29,Yes,742,0,28/11/2024,Paypal
T04318,U648,226401.33,online,mobile,Kolkata,morning,8,0,118,Yes,189,1,31/10/2017,GPay
T04319,U444,197993.68,transfer,tablet,Bangalore,night,23,0,147,Yes,527,0,30/01/2020,Paytm
T04320,U599,224677.81,transfer,mobile,Pune,afternoon,16,0,168,Yes,298,0,30/11/2023,GPay
T04321,U303,217148.45,POS,desktop,New York,night,3,1,31,Yes,51,1,23/10/2018,Paypal
T04322,U322,113454.0,transfer,tablet,Chennai,afternoon,14,0,11,Yes,124,1,24/03/2023,GPay
T04323,U867,233635.21,transfer,tablet,New York,night,2,1,32,Yes,79,1,30/07/2025,BharatPe
T04324,U391,90832.76,ATM,tablet,Singapore,afternoon,16,1,60,Yes,369,1,26/10/2020,BharatPe
T04325,U372,178935.51,POS,desktop,Singapore,night,3,1,81,Yes,640,1,08/09/2022,Paypal
T04326,U245,242391.36,online,desktop,Pune,morning,11,0,78,Yes,287,1,08/02/2021,GPay
T04327,U854,36656.77,ATM,tablet,Bangalore,morning,8,0,91,Yes,608,0,21/09/2020,PhonePe
T04328,U325,107415.13,online,tablet,Delhi,morning,7,0,137,Yes,842,1,02/02/2024,Paypal
T04329,U144,153856.08,transfer,mobile,Chennai,afternoon,16,0,126,No,365,0,25/01/2025,Paytm
T04330,U102,21293.1,transfer,desktop,Mumbai,morning,10,0,8,Yes,736,0,02/09/2023,PhonePe
T04331,U953,186640.99,POS,desktop,Pune,afternoon,15,0,23,Yes,476,0,24/09/2024,Others
T04332,U374,157961.27,POS,tablet,Kolkata,morning,8,0,103,Yes,566,1,20/12/2025,PhonePe
T04333,U195,147111.87,POS,mobile,Pune,evening,19,0,62,Yes,496,1,07/01/2020,PhonePe
T04334,U676,7588.69,transfer,desktop,New York,night,23,1,114,Yes,288,0,03/03/2023,PhonePe
T04335,U520,119165.56,ATM,mobile,Pune,afternoon,14,0,129,Yes,123,0,01/04/2020,GPay
T04336,U888,29155.04,transfer,desktop,New York,night,22,1,109,Yes,161,0,24/08/2020,BharatPe
T04337,U641,275698.64,POS,mobile,Pune,afternoon,13,0,43,Yes,381,1,25/09/2022,Others
T04338,U791,58373.09,online,mobile,London,morning,7,1,67,Yes,552,0,22/12/2023,Others
T04339,U262,13649.68,transfer,tablet,Delhi,evening,19,0,79,Yes,630,0,17/10/2023,Paytm
T04340,U767,269888.77,transfer,desktop,Kolkata,night,2,0,72,Yes,310,1,03/11/2020,Paypal
T04341,U919,108598.92,online,mobile,Dubai,morning,9,1,164,Yes,515,1,01/02/2024,Paytm
T04342,U422,247949.38,online,tablet,London,afternoon,15,1,48,No,503,1,29/07/2020,BharatPe
T04343,U807,252503.31,POS,mobile,Chennai,morning,7,0,59,Yes,352,0,11/11/2018,BharatPe
T04344,U662,172181.55,ATM,desktop,New York,afternoon,14,1,129,Yes,466,1,03/08/2024,BharatPe
T04345,U230,109144.44,ATM,desktop,Chennai,night,21,0,96,Yes,99,0,20/07/2016,Paypal
T04346,U428,276535.34,POS,desktop,Bangalore,morning,7,0,158,Yes,494,0,18/07/2017,GPay
T04347,U333,173816.01,online,desktop,Mumbai,morning,7,0,23,Yes,567,1,01/10/2025,PhonePe
T04348,U578,260683.33,transfer,mobile,New York,night,3,1,162,Yes,971,1,01/12/2021,Paypal
T04349,U852,267337.02,online,desktop,Dubai,morning,7,1,155,Yes,91,1,23/05/2021,Others
T04350,U169,134754.76,POS,desktop,Kolkata,morning,7,0,187,Yes,773,1,06/02/2024,Others
T04351,U642,219005.52,POS,tablet,Pune,night,1,0,33,Yes,653,0,05/09/2025,PhonePe
T04352,U579,280514.67,ATM,tablet,Bangalore,night,22,0,137,Yes,938,1,15/01/2021,Paypal
T04353,U230,204160.6,transfer,desktop,Singapore,night,22,1,161,Yes,339,1,22/07/2016,Paypal
T04354,U178,144156.74,POS,desktop,Dubai,evening,20,1,105,Yes,538,1,24/04/2022,Paypal
T04355,U536,81790.55,online,tablet,London,night,21,1,90,Yes,158,0,30/06/2024,PhonePe
T04356,U312,291811.32,online,mobile,Singapore,afternoon,14,1,166,No,804,1,27/02/2020,GPay
T04357,U695,108378.6,POS,desktop,Kolkata,afternoon,13,0,29,Yes,964,1,02/02/2025,BharatPe
T04358,U153,177229.66,ATM,mobile,Dubai,night,2,1,187,Yes,162,1,05/01/2017,Others
T04359,U766,106541.1,online,desktop,Pune,afternoon,16,0,185,Yes,552,1,28/05/2018,Paypal
T04360,U898,261225.71,ATM,mobile,Singapore,morning,10,1,97,Yes,687,1,04/11/2025,BharatPe
T04361,U450,197426.93,online,desktop,Singapore,morning,8,1,197,Yes,975,1,01/05/2024,PhonePe
T04362,U501,228878.16,transfer,desktop,Kolkata,afternoon,16,0,65,Yes,921,0,18/07/2025,Paypal
T04363,U976,52261.1,transfer,mobile,Mumbai,afternoon,15,0,18,Yes,343,0,14/04/2022,GPay
T04364,U798,289720.58,POS,mobile,Mumbai,morning,9,0,106,Yes,856,1,19/02/2024,Paypal
T04365,U650,264299.76,ATM,tablet,Mumbai,night,2,0,184,Yes,788,1,07/10/2023,Paypal
T04366,U624,268164.52,online,tablet,Delhi,night,1,0,100,Yes,413,1,31/05/2017,Paypal
T04367,U844,119597.62,POS,mobile,Delhi,night,22,0,5,Yes,827,1,15/02/2021,Others
T04368,U376,236335.76,ATM,mobile,Singapore,morning,5,1,146,Yes,125,1,14/11/2025,Paypal
T04369,U291,12312.86,ATM,desktop,Mumbai,afternoon,16,0,30,No,374,0,06/11/2020,Paytm
T04370,U583,131435.2,online,tablet,Mumbai,night,4,0,35,Yes,887,1,03/03/2017,GPay
T04371,U231,167234.06,POS,tablet,New York,afternoon,12,1,116,Yes,709,1,28/07/2024,Others
T04372,U511,177240.31,transfer,mobile,London,night,22,1,154,Yes,917,1,04/03/2020,Paytm
T04373,U147,151918.89,POS,mobile,Mumbai,night,1,0,53,Yes,170,0,17/07/2016,BharatPe
T04374,U531,231081.99,transfer,mobile,London,evening,20,1,137,Yes,408,1,17/08/2025,Paytm
T04375,U122,113131.87,ATM,tablet,Singapore,morning,5,1,195,Yes,778,1,24/06/2021,Paytm
T04376,U902,187919.47,online,mobile,Singapore,evening,17,1,16,No,166,1,24/12/2019,Others
T04377,U711,13938.28,ATM,desktop,Bangalore,evening,20,0,164,No,81,0,27/05/2019,GPay
T04378,U654,11625.75,ATM,desktop,London,night,1,1,3,Yes,981,0,05/07/2021,Paytm
T04379,U171,288636.73,ATM,desktop,Mumbai,night,0,0,49,Yes,755,0,23/12/2021,Paypal
T04380,U537,269665.36,online,tablet,Kolkata,night,0,0,75,Yes,44,1,26/02/2017,Paytm
T04381,U991,125643.47,transfer,tablet,Mumbai,night,3,0,71,No,692,1,07/11/2024,Paytm
T04382,U355,104134.81,ATM,desktop,London,morning,11,1,64,Yes,796,1,12/06/2024,BharatPe
T04383,U881,46273.46,transfer,tablet,Pune,evening,20,0,36,Yes,989,0,21/03/2019,Others
T04384,U859,295269.12,ATM,tablet,Pune,night,4,0,68,Yes,42,1,16/06/2023,GPay
T04385,U393,267023.88,transfer,tablet,New York,afternoon,13,1,58,Yes,606,1,19/06/2022,GPay
T04386,U133,180922.01,online,desktop,Mumbai,night,4,0,81,Yes,386,1,14/01/2023,GPay
T04387,U349,167959.42,online,tablet,Bangalore,evening,20,0,31,Yes,327,1,03/01/2023,Paypal
T04388,U252,78503.94,ATM,tablet,Dubai,night,2,1,5,Yes,228,0,06/04/2020,Others
T04389,U722,124315.53,online,tablet,Delhi,night,0,0,51,Yes,811,0,06/02/2025,Paytm
T04390,U353,198004.91,ATM,mobile,Dubai,night,2,1,11,No,304,1,16/06/2017,GPay
T04391,U671,176686.96,online,mobile,London,night,21,1,179,Yes,50,1,16/04/2023,GPay
T04392,U278,219422.64,transfer,desktop,Delhi,night,22,0,93,Yes,136,1,29/12/2022,Others
T04393,U315,250181.53,ATM,desktop,Dubai,night,2,1,115,Yes,746,1,25/11/2017,GPay
T04394,U742,205078.36,POS,tablet,Dubai,morning,7,1,71,Yes,257,1,10/11/2023,Paypal
T04395,U938,278885.28,transfer,desktop,Singapore,afternoon,14,1,157,Yes,108,1,15/08/2021,BharatPe
T04396,U447,55799.63,online,mobile,Pune,night,21,0,113,Yes,269,0,22/01/2024,PhonePe
T04397,U442,112443.24,ATM,tablet,Mumbai,afternoon,16,0,125,Yes,674,1,04/01/2024,PhonePe
T04398,U623,55880.05,transfer,mobile,London,evening,17,1,192,Yes,406,1,17/11/2019,Paypal
T04399,U943,212487.06,transfer,desktop,Kolkata,afternoon,12,0,39,No,350,0,24/08/2025,GPay
T04400,U955,297085.37,POS,tablet,Dubai,night,2,1,195,No,371,1,19/03/2025,Paypal
T04401,U260,189715.95,transfer,tablet,London,evening,19,1,30,No,930,1,20/07/2019,Others
T04402,U573,186116.56,transfer,mobile,Bangalore,morning,11,0,109,Yes,42,1,27/12/2018,Paytm
T04403,U805,177200.89,POS,mobile,Delhi,night,3,0,73,Yes,399,0,26/09/2023,Paypal
T04404,U936,293829.56,transfer,desktop,Bangalore,morning,7,0,3,Yes,316,1,11/05/2022,PhonePe
T04405,U525,80937.91,online,mobile,Delhi,evening,19,0,6,Yes,564,0,19/07/2024,GPay
T04406,U829,143457.91,transfer,tablet,Chennai,evening,20,0,53,Yes,637,0,20/09/2020,PhonePe
T04407,U527,266464.58,POS,desktop,Bangalore,morning,10,0,146,Yes,866,1,29/06/2023,Others
T04408,U617,251996.95,ATM,desktop,Dubai,morning,10,1,48,Yes,389,1,28/08/2023,Paytm
T04409,U944,184045.74,ATM,desktop,New York,morning,11,1,185,Yes,396,1,29/07/2017,Others
T04410,U838,83855.55,ATM,desktop,Dubai,afternoon,13,1,135,Yes,944,1,29/03/2023,Paytm
T04411,U357,229004.16,online,mobile,Delhi,afternoon,16,0,66,Yes,146,1,10/02/2022,PhonePe
T04412,U376,48029.36,ATM,mobile,New York,night,3,1,44,Yes,402,0,29/08/2020,Paypal
T04413,U164,277587.62,POS,mobile,Delhi,night,3,0,30,Yes,673,0,22/03/2016,Others
T04414,U275,1153.22,POS,desktop,Mumbai,night,22,0,166,Yes,737,0,31/08/2022,BharatPe
T04415,U365,40268.33,online,desktop,Chennai,evening,18,0,110,Yes,136,0,20/11/2024,GPay
T04416,U925,293470.85,transfer,mobile,Pune,night,21,0,23,Yes,84,1,31/07/2024,BharatPe
T04417,U684,134470.65,ATM,tablet,Chennai,night,1,0,132,Yes,846,0,22/02/2020,BharatPe
T04418,U344,290034.13,transfer,tablet,Pune,afternoon,12,0,18,Yes,195,0,22/03/2017,BharatPe
T04419,U367,226423.64,transfer,desktop,Mumbai,morning,11,0,118,Yes,134,0,01/06/2022,BharatPe
T04420,U535,9626.24,POS,desktop,Bangalore,morning,10,0,36,Yes,410,0,05/05/2018,PhonePe
T04421,U438,170133.22,POS,tablet,New York,night,3,1,61,Yes,675,1,08/07/2017,Others
T04422,U249,102269.52,POS,mobile,Chennai,evening,18,0,27,Yes,437,1,24/05/2025,PhonePe
T04423,U119,217537.53,ATM,mobile,New York,morning,8,1,99,Yes,254,1,02/02/2024,Paytm
T04424,U312,69003.81,online,desktop,Mumbai,night,2,0,136,Yes,827,1,21/04/2020,BharatPe
T04425,U464,28148.72,transfer,desktop,Pune,night,21,0,172,Yes,351,0,20/07/2017,Others
T04426,U531,114107.85,ATM,mobile,New York,afternoon,13,1,53,Yes,615,1,05/05/2024,Paypal
T04427,U972,249561.68,online,tablet,Delhi,afternoon,15,0,21,Yes,249,0,06/01/2025,BharatPe
T04428,U895,242440.01,POS,mobile,Dubai,morning,9,1,26,Yes,511,1,15/01/2016,Paytm
T04429,U500,79095.93,POS,tablet,Pune,morning,8,0,160,Yes,814,0,28/10/2024,Paypal
T04430,U738,117957.89,POS,mobile,Singapore,night,2,1,190,Yes,220,1,29/08/2016,Paytm
T04431,U187,226647.91,ATM,mobile,Singapore,morning,9,1,106,Yes,80,1,05/03/2019,Paypal
T04432,U738,180910.01,online,tablet,Mumbai,afternoon,13,0,93,Yes,670,0,03/08/2016,GPay
T04433,U796,141570.85,transfer,tablet,New York,morning,11,1,139,Yes,387,1,26/05/2024,Paytm
T04434,U929,35605.04,POS,desktop,Singapore,evening,20,1,193,Yes,194,0,23/11/2025,Paypal
T04435,U998,267163.58,ATM,tablet,Kolkata,night,1,0,142,Yes,242,0,14/04/2021,PhonePe
T04436,U916,262330.72,POS,tablet,Dubai,afternoon,15,1,35,Yes,333,1,16/03/2019,GPay
T04437,U568,258405.65,POS,mobile,Mumbai,afternoon,14,0,141,Yes,465,1,04/04/2018,Paytm
T04438,U958,137709.91,POS,tablet,Chennai,afternoon,14,0,96,Yes,640,0,29/06/2024,PhonePe
T04439,U388,36163.59,online,desktop,Bangalore,afternoon,14,0,162,Yes,383,0,30/11/2020,PhonePe
T04440,U424,30967.03,online,desktop,Chennai,evening,20,0,60,Yes,174,0,24/01/2022,Others
T04441,U565,207810.55,POS,tablet,New York,night,2,1,77,Yes,938,1,06/11/2018,Paytm
T04442,U607,148712.11,ATM,mobile,New York,night,3,1,89,Yes,428,1,06/03/2018,BharatPe
T04443,U872,82795.29,ATM,mobile,Singapore,night,2,1,170,Yes,543,1,14/12/2023,BharatPe
T04444,U693,215901.02,transfer,tablet,Kolkata,afternoon,15,0,4,Yes,605,0,21/06/2020,Others
T04445,U362,68988.65,ATM,desktop,Chennai,afternoon,15,0,196,Yes,511,0,30/06/2017,BharatPe
T04446,U285,131506.69,POS,desktop,Pune,night,2,0,147,Yes,957,0,08/05/2017,GPay
T04447,U643,70501.78,transfer,mobile,Singapore,morning,5,1,93,Yes,862,1,14/01/2016,BharatPe
T04448,U623,266809.89,transfer,desktop,Kolkata,morning,9,0,3,Yes,583,1,18/09/2016,Paytm
T04449,U247,271833.09,transfer,tablet,London,morning,5,1,168,Yes,514,1,14/08/2023,GPay
T04450,U408,188965.12,transfer,desktop,Kolkata,night,1,0,58,Yes,86,1,02/05/2016,Paytm
T04451,U145,293525.63,online,mobile,Kolkata,night,2,0,29,Yes,30,1,03/09/2021,BharatPe
T04452,U464,211295.29,POS,desktop,Pune,afternoon,12,0,64,Yes,343,1,17/07/2025,GPay
T04453,U130,291503.94,POS,desktop,Kolkata,night,22,0,176,Yes,967,1,21/03/2024,Paypal
T04454,U565,85267.86,POS,tablet,Delhi,night,1,0,77,Yes,195,1,05/02/2021,Paypal
T04455,U591,115017.99,transfer,desktop,Bangalore,evening,20,0,142,Yes,221,0,02/06/2024,PhonePe
T04456,U957,87080.48,transfer,mobile,Delhi,night,3,0,76,Yes,830,1,18/07/2017,Others
T04457,U583,179425.89,transfer,tablet,New York,night,1,1,39,Yes,77,1,05/11/2022,GPay
T04458,U507,291601.87,online,desktop,New York,morning,10,1,143,No,47,1,15/12/2017,Paypal
T04459,U162,167708.69,ATM,tablet,Dubai,morning,8,1,137,Yes,897,1,24/10/2021,Paytm
T04460,U579,152865.63,POS,mobile,London,morning,11,1,104,Yes,427,1,18/10/2020,Others
T04461,U458,114731.07,POS,desktop,Dubai,night,1,1,53,Yes,756,1,03/04/2025,Others
T04462,U510,204325.57,ATM,mobile,Pune,night,23,0,10,Yes,674,1,10/01/2021,BharatPe
T04463,U145,285168.14,ATM,tablet,New York,afternoon,15,1,83,Yes,133,1,02/07/2024,PhonePe
T04464,U798,244836.25,online,tablet,Bangalore,night,21,0,88,Yes,371,0,19/12/2021,Others
T04465,U825,60419.58,online,desktop,London,morning,7,1,18,Yes,47,1,09/01/2024,BharatPe
T04466,U741,72490.08,POS,mobile,Delhi,night,1,0,102,Yes,101,1,11/09/2019,Others
T04467,U877,94505.6,online,tablet,Chennai,afternoon,13,0,142,Yes,149,1,21/07/2018,Paypal
T04468,U291,191332.86,ATM,desktop,Dubai,morning,9,1,128,Yes,699,1,27/11/2020,Paytm
T04469,U312,48815.17,transfer,tablet,Singapore,morning,6,1,175,Yes,420,0,24/09/2023,BharatPe
T04470,U140,238752.24,ATM,desktop,Dubai,morning,8,1,122,No,279,1,14/05/2017,Others
T04471,U798,22659.44,ATM,desktop,Mumbai,night,21,0,179,Yes,417,0,14/10/2018,GPay
T04472,U566,169623.82,POS,desktop,Delhi,morning,9,0,139,Yes,806,0,25/05/2018,BharatPe
T04473,U655,122927.37,online,tablet,Bangalore,night,1,0,29,Yes,941,0,27/08/2022,GPay
T04474,U879,291638.48,ATM,mobile,Bangalore,night,2,0,118,Yes,713,1,01/06/2016,BharatPe
T04475,U843,205447.01,POS,tablet,London,night,4,1,131,Yes,880,1,20/12/2022,Paypal
T04476,U343,63608.98,transfer,tablet,London,night,2,1,31,Yes,351,1,23/05/2020,Paytm
T04477,U334,117917.81,POS,tablet,Mumbai,evening,19,0,181,Yes,449,0,27/08/2020,GPay
T04478,U316,270883.57,transfer,desktop,Dubai,morning,9,1,144,Yes,921,1,08/05/2022,PhonePe
T04479,U799,221578.83,ATM,mobile,Bangalore,afternoon,15,0,187,Yes,75,1,21/07/2018,PhonePe
T04480,U828,138633.05,online,tablet,Kolkata,morning,6,0,183,No,905,0,22/12/2023,BharatPe
T04481,U461,82322.13,ATM,mobile,Pune,morning,10,0,168,Yes,853,0,05/01/2021,Others
T04482,U439,160785.02,transfer,mobile,Chennai,night,22,0,132,Yes,668,1,22/10/2016,GPay
T04483,U802,11043.11,transfer,desktop,Chennai,night,4,0,155,Yes,729,0,12/01/2016,BharatPe
T04484,U332,130155.9,transfer,desktop,Chennai,morning,10,0,152,Yes,814,0,29/06/2019,PhonePe
T04485,U640,205576.77,ATM,mobile,London,night,23,1,125,Yes,347,1,01/04/2025,PhonePe
T04486,U867,64315.7,POS,mobile,Dubai,morning,7,1,71,Yes,594,1,12/04/2022,Paypal
T04487,U527,62973.28,transfer,mobile,Mumbai,evening,17,0,184,Yes,437,0,06/07/2024,Others
T04488,U822,41586.63,ATM,desktop,Pune,morning,8,0,131,Yes,972,0,19/04/2018,Paytm
T04489,U799,42395.68,POS,desktop,Pune,afternoon,13,0,28,Yes,83,0,10/03/2024,Paytm
T04490,U777,84817.83,POS,tablet,Singapore,evening,18,1,46,No,721,0,18/06/2017,Others
T04491,U479,141289.07,POS,mobile,Singapore,night,4,1,52,Yes,762,1,03/08/2024,GPay
T04492,U806,241988.6,ATM,tablet,Delhi,afternoon,16,0,78,Yes,724,1,07/11/2018,PhonePe
T04493,U667,36820.17,online,tablet,Bangalore,night,3,0,48,Yes,350,0,23/09/2024,BharatPe
T04494,U837,173261.39,online,tablet,Kolkata,morning,9,0,44,Yes,44,1,31/12/2025,Others
T04495,U625,298664.27,POS,mobile,London,evening,18,1,36,Yes,166,1,23/11/2019,Paypal
T04496,U808,238706.44,POS,mobile,Bangalore,night,21,0,197,Yes,310,1,19/10/2021,Paytm
T04497,U498,128411.73,ATM,mobile,Delhi,morning,5,0,25,Yes,494,0,18/03/2021,Paytm
T04498,U939,252402.37,transfer,desktop,Delhi,afternoon,15,0,88,No,87,1,23/11/2017,Paypal
T04499,U366,239290.12,online,tablet,Bangalore,evening,18,0,65,Yes,33,1,20/07/2025,Paytm
T04500,U744,143486.84,transfer,tablet,Mumbai,morning,11,0,90,Yes,316,0,11/09/2024,Paytm
T04501,U113,289201.37,transfer,mobile,Delhi,night,23,0,59,Yes,956,1,16/03/2018,BharatPe
T04502,U811,256169.73,POS,desktop,Pune,night,2,0,79,Yes,761,0,22/11/2018,Others
T04503,U699,199490.09,transfer,desktop,Dubai,evening,20,1,187,No,976,1,11/08/2018,Paypal
T04504,U439,254143.91,ATM,tablet,Pune,night,21,0,51,Yes,761,1,09/01/2020,PhonePe
T04505,U134,225336.21,ATM,tablet,New York,afternoon,16,1,185,Yes,709,1,29/10/2021,Paypal
T04506,U789,43754.72,POS,desktop,Dubai,night,3,1,38,Yes,889,0,22/03/2025,Paypal
T04507,U661,227720.15,transfer,mobile,Mumbai,evening,18,0,91,Yes,586,1,10/02/2025,BharatPe
T04508,U338,117935.64,online,mobile,Delhi,night,3,0,88,Yes,703,1,12/09/2020,PhonePe
T04509,U793,222747.07,POS,desktop,New York,morning,6,1,41,Yes,974,1,06/01/2022,BharatPe
T04510,U374,120890.16,online,tablet,Delhi,night,0,0,154,Yes,120,1,27/05/2019,BharatPe
T04511,U968,161313.66,POS,tablet,Chennai,morning,10,0,146,No,185,0,23/05/2025,BharatPe
T04512,U503,140465.42,transfer,mobile,London,afternoon,16,1,92,Yes,192,1,19/07/2022,GPay
T04513,U384,91781.43,online,tablet,Kolkata,night,22,0,161,Yes,221,1,02/02/2019,PhonePe
T04514,U861,257900.12,online,mobile,London,night,21,1,67,Yes,688,1,14/08/2016,Paypal
T04515,U640,215030.28,transfer,mobile,Dubai,evening,19,1,39,Yes,853,1,13/01/2022,Paypal
T04516,U289,177389.21,POS,mobile,Pune,afternoon,16,0,84,Yes,944,0,10/05/2023,Paypal
T04517,U680,136089.9,POS,tablet,Mumbai,afternoon,12,0,146,Yes,73,1,27/02/2021,PhonePe
T04518,U626,288468.22,POS,mobile,Bangalore,morning,10,0,55,Yes,157,1,20/03/2021,PhonePe
T04519,U310,58425.15,POS,tablet,Mumbai,night,0,0,200,Yes,565,1,29/07/2021,PhonePe
T04520,U795,301.19,POS,mobile,Bangalore,morning,7,0,125,Yes,194,0,23/08/2019,PhonePe
T04521,U375,44100.41,ATM,mobile,Dubai,afternoon,16,1,180,Yes,275,0,14/01/2024,Others
T04522,U605,132903.12,online,mobile,Dubai,afternoon,13,1,148,Yes,237,1,23/09/2022,Paytm
T04523,U417,231421.37,ATM,mobile,Mumbai,morning,5,0,156,Yes,770,0,05/11/2022,PhonePe
T04524,U325,165767.32,ATM,mobile,Kolkata,night,0,0,109,Yes,189,1,29/11/2022,PhonePe
T04525,U896,87735.7,transfer,mobile,Chennai,morning,10,0,194,Yes,914,0,08/04/2016,Paypal
T04526,U911,63631.72,transfer,desktop,Singapore,afternoon,16,1,39,Yes,63,1,14/03/2016,Paypal
T04527,U217,62151.74,transfer,desktop,New York,night,23,1,6,Yes,411,0,21/12/2018,Others
T04528,U790,228203.65,ATM,desktop,Chennai,afternoon,15,0,177,Yes,689,0,13/03/2023,Paypal
T04529,U440,239286.22,ATM,desktop,Chennai,evening,20,0,157,Yes,331,1,22/06/2016,Paytm
T04530,U434,287102.79,ATM,mobile,Mumbai,morning,11,0,172,No,349,0,15/09/2024,BharatPe
T04531,U778,18719.35,POS,desktop,Dubai,morning,5,1,38,Yes,617,0,25/10/2021,Others
T04532,U822,101662.52,ATM,mobile,Bangalore,evening,20,0,49,Yes,844,0,29/09/2020,Paytm
T04533,U199,211272.37,transfer,mobile,Singapore,afternoon,16,1,167,Yes,383,1,14/06/2020,Others
T04534,U231,113899.7,ATM,mobile,New York,morning,6,1,186,Yes,491,1,19/06/2021,Paypal
T04535,U845,157738.18,ATM,mobile,Singapore,morning,5,1,41,Yes,341,1,21/10/2025,Paytm
T04536,U480,262514.5,online,mobile,Mumbai,morning,5,0,200,Yes,461,1,12/04/2016,BharatPe
T04537,U940,183853.88,POS,tablet,London,morning,7,1,181,Yes,115,1,28/03/2022,GPay
T04538,U461,23360.64,ATM,tablet,Dubai,evening,17,1,14,Yes,641,0,06/08/2019,GPay
T04539,U328,71812.23,transfer,mobile,Singapore,evening,20,1,136,Yes,343,1,22/04/2017,PhonePe
T04540,U736,57128.86,online,desktop,Pune,evening,17,0,200,Yes,254,1,21/06/2017,BharatPe
T04541,U843,285308.82,ATM,desktop,Pune,night,4,0,60,Yes,693,0,25/10/2017,BharatPe
T04542,U314,130148.64,transfer,desktop,Bangalore,morning,6,0,177,Yes,147,0,11/02/2021,PhonePe
T04543,U625,45966.33,ATM,tablet,Dubai,morning,5,1,171,Yes,92,0,06/06/2016,Paypal
T04544,U484,10046.94,online,tablet,Dubai,afternoon,13,1,170,Yes,708,0,19/04/2017,Paytm
T04545,U315,36482.29,online,desktop,London,evening,20,1,196,Yes,59,0,14/04/2020,BharatPe
T04546,U395,165930.33,online,mobile,Kolkata,night,21,0,93,Yes,761,0,13/02/2019,BharatPe
T04547,U848,22656.11,ATM,mobile,Chennai,night,2,0,122,Yes,805,0,27/06/2022,Paytm
T04548,U348,13016.55,POS,mobile,London,morning,9,1,82,Yes,730,0,15/03/2016,GPay
